Crosswalk of Azimuth annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Ellen M. Quardokus,,,,,
Human_PBMC_L2,UBERON:0000178,HSPC,AZ:0000425,hematopoietic precursor cell,CL:0008001,skos:exactMatch
Human_PBMC_L2,UBERON:0000178,ILC,AZ:0000426,innate lymphoid cell,CL:0001065,skos:exactMatch
Human_PBMC_L2,UBERON:0000178,Platelet,AZ:0000427,platelet,CL:0000233,skos:exactMatch
Human_PBMC_L2,UBERON:0000178,dnT,AZ:0000428,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CL:0000935,skos:exactMatch
Human_PBMC_L2,UBERON:0000178,gdT,AZ:0000429,gamma-delta T cell,CL:0000798,skos:exactMatch
Human_PBMC_L2,UBERON:0000178,MAIT,AZ:0000430,mucosal invariant T cell,CL:0000940,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,B,AZ:0000431,B cell,CL:0000236,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,CD4 T,AZ:0000432,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,CD8 T,AZ:0000433,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,DC,AZ:0000434,"dendritic cell, human",CL:0001056,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,HSPC,AZ:0000435,hematopoietic precursor cell,CL:0008001,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,Mono,AZ:0000436,monocyte,CL:0000576,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,NK,AZ:0000437,natural killer cell,CL:0000623,skos:exactMatch
Bone_marrow_L1,UBERON:0002371,Other T,AZ:0000438,mature T cell:other,CL:0002419,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,ASDC,AZ:0000439,"Axl+ dendritic cell, human",CL:0017009,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,BaEoMa,AZ:0000440,granulocytopoietic cell:basophil eosinophil mast cell,CL:0002191,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,CD14 Mono,AZ:0000441,"CD14-positive, CD16-negative classical monocyte",CL:0002057,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD16 Mono,AZ:0000442,"CD14-low, CD16-positive monocyte",CL:0002396,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD4 Effector,AZ:0000443,"effector CD4-positive, alpha-beta T cell",CL:0001044,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD4 Memory,AZ:0000444,"CD4-positive, alpha-beta memory T cell",CL:0000897,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD4 Naive,AZ:0000445,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD8 Effector 1,AZ:0000446,"effector CD8-positive, alpha-beta T cell:1",CL:0001050,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,CD8 Effector 2,AZ:0000447,"effector CD8-positive, alpha-beta T cell:2",CL:0001050,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,CD8 Effector 3,AZ:0000448,"effector CD8-positive, alpha-beta T cell:3",CL:0001050,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,CD8 Memory,AZ:0000449,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CD8 Naive,AZ:0000450,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,cDC1,AZ:0000451,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,cDC2,AZ:0000452,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,CLP,AZ:0000453,common lymphoid progenitor,CL:0000051,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Early Eryth,AZ:0000454,erythroid lineage cell:early,CL:0000764,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,EMP,AZ:0000455,megakaryocyte-erythroid progenitor cell,CL:0000050,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,GMP,AZ:0000456,granulocyte monocyte progenitor cell,CL:0000557,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,HSC,AZ:0000457,hematopoietic multipotent progenitor cell,CL:0000837,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,ILC,AZ:0000458,innate lymphoid cell,CL:0001065,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Late Eryth,AZ:0000459,erythroid lineage cell:late,CL:0000764,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,LMPP,AZ:0000460,early lymphoid progenitor,CL:0000936,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Macrophage,AZ:0000461,macrophage,CL:0000235,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,MAIT,AZ:0000462,mucosal invariant T cell,CL:0000940,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Memory B,AZ:0000463,memory B cell,CL:0000787,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Naive B,AZ:0000464,naive B cell,CL:0000788,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,NK,AZ:0000465,natural killer cell,CL:0000623,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,NK CD56+,AZ:0000466,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,NK Proliferating,AZ:0000467,natural killer cell:proliferating,CL:0000623,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,pDC,AZ:0000468,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Plasma,AZ:0000469,plasma cell,CL:0000786,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Platelet,AZ:0000470,platelet,CL:0000233,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,pre B,AZ:0000471,precursor B cell,CL:0000817,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,pre-mDC,AZ:0000472,common dendritic progenitor,CL:0001029,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,pre-pDC,AZ:0000473,immature CD11c-low plasmacytoid dendritic cell,CL:0000992,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,pro B,AZ:0000474,pro-B cell,CL:0000826,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Prog Mk,AZ:0000475,megakaryocyte progenitor cell,CL:0000553,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,Stromal,AZ:0000476,stromal cell,CL:0000499,skos:exactMatch
Bone_marrow_L2,UBERON:0002371,T proliferating,AZ:0000477,T cell:proliferating,CL:0000084,skos:narrowMatch
Bone_marrow_L2,UBERON:0002371,transitional B,AZ:0000478,transitional stage B cell,CL:0000818,skos:exactMatch
Adipose_L1,UBERON:0001347,Adipocyte,AZ:0000479,adipocyte,CL:0000136,skos:exactMatch
Adipose_L1,UBERON:0001347,ASPC,AZ:0000480,mesenchymal stem cell of adipose tissue,CL:0002570,skos:exactMatch
Adipose_L1,UBERON:0001347,B,AZ:0000481,B cell,CL:0000236,skos:exactMatch
Adipose_L1,UBERON:0001347,Dendritic,AZ:0000482,dendritic cell,CL:0000451,skos:exactMatch
Adipose_L1,UBERON:0001347,Endometrial,AZ:0000483,epithelial cell of endometrial gland,CL:0009084,skos:exactMatch
Adipose_L1,UBERON:0001347,Endothelial,AZ:0000484,endothelial cell,CL:0000115,skos:exactMatch
Adipose_L1,UBERON:0001347,Lymphatic Endothelial,AZ:0000485,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
Adipose_L1,UBERON:0001347,Macrophage,AZ:0000486,macrophage,CL:0000235,skos:exactMatch
Adipose_L1,UBERON:0001347,Mast,AZ:0000487,mast cell,CL:0000097,skos:exactMatch
Adipose_L1,UBERON:0001347,Mesothelial,AZ:0000488,mesothelial cell,CL:0000077,skos:exactMatch
Adipose_L1,UBERON:0001347,Monocyte,AZ:0000489,monocyte,CL:0000576,skos:exactMatch
Adipose_L1,UBERON:0001347,Neutrophil,AZ:0000490,neutrophil,CL:0000775,skos:exactMatch
Adipose_L1,UBERON:0001347,NK,AZ:0000491,natural killer cell,CL:0000623,skos:exactMatch
Adipose_L1,UBERON:0001347,Pericyte,AZ:0000492,pericyte,CL:0000669,skos:exactMatch
Adipose_L1,UBERON:0001347,Smooth Muscle,AZ:0000493,smooth muscle cell,CL:0000192,skos:exactMatch
Adipose_L1,UBERON:0001347,T,AZ:0000494,T cell,CL:0000084,skos:exactMatch
Adipose_L2,UBERON:0001347,hAd1,AZ:0000495,subcutaneous adipocyte:white adipose tissue,CL:0002521,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd2,AZ:0000496,white adipocyte:visceral adipose tissue,CL:0000448,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd3,AZ:0000497,subcutaneous adipocyte:white adipose tissue,CL:0002521,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd4,AZ:0000498,subcutaneous adipocyte:white adipose tissue,CL:0002521,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd5,AZ:0000499,white adipocyte,CL:0000448,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd6,AZ:0000500,white adipocyte:visceral adipose tissue,CL:0000448,skos:narrowMatch
Adipose_L2,UBERON:0001347,hAd7,AZ:0000501,subcutaneous adipocyte:white adipose tissue,CL:0002521,skos:narrowMatch
Adipose_L2,UBERON:0001347,hASPC1,AZ:0000502,mesenchymal stem cell of adipose tissue:subcutaneous adipose tissue,CL:0002570,skos:narrowMatch
Adipose_L2,UBERON:0001347,hASPC2,AZ:0000503,mesenchymal stem cell of abdominal adipose tissue,CL:2000080,skos:exactMatch
Adipose_L2,UBERON:0001347,hASPC3,AZ:0000504,mesenchymal stem cell of abdominal adipose tissue:visceral adipose tissue,CL:2000080,skos:narrowMatch
Adipose_L2,UBERON:0001347,hASPC4,AZ:0000505,mesenchymal stem cell of adipose tissue:subcutaneous adipose tissue,CL:0002570,skos:narrowMatch
Adipose_L2,UBERON:0001347,hASPC5,AZ:0000506,mesenchymal stem cell of adipose tissue:subcutaneous adipose tissue,CL:0002570,skos:narrowMatch
Adipose_L2,UBERON:0001347,hASPC6,AZ:0000507,mesenchymal stem cell of abdominal adipose tissue:visceral adipose tissue,CL:2000080,skos:narrowMatch
Adipose_L2,UBERON:0001347,hBcell,AZ:0000508,B cell,CL:0000236,skos:exactMatch
Adipose_L2,UBERON:0001347,hcDC1,AZ:0000509,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Adipose_L2,UBERON:0001347,hcDC2,AZ:0000510,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
Adipose_L2,UBERON:0001347,hEndM,AZ:0000511,epithelial cell of endometrial gland,CL:0009084,skos:exactMatch
Adipose_L2,UBERON:0001347,hEndoA1,AZ:0000512,endothelial cell:A1,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hEndoA2,AZ:0000513,endothelial cell:A2,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hEndoS1,AZ:0000514,endothelial cell:S1,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hEndoS2,AZ:0000515,endothelial cell:S2,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hEndoS3,AZ:0000516,endothelial cell:S3,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hEndoV,AZ:0000517,endothelial cell:V,CL:0000115,skos:narrowMatch
Adipose_L2,UBERON:0001347,hLEC1,AZ:0000518,endothelial cell of lymphatic vessel:1,CL:0002138,skos:narrowMatch
Adipose_L2,UBERON:0001347,hLEC2,AZ:0000519,endothelial cell of lymphatic vessel:2,CL:0002138,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMac1,AZ:0000520,macrophage:1,CL:0000235,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMac2,AZ:0000521,macrophage:2,CL:0000235,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMac3,AZ:0000522,macrophage:3,CL:0000235,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMast,AZ:0000523,mast cell,CL:0000097,skos:exactMatch
Adipose_L2,UBERON:0001347,hmDC,AZ:0000524,myeloid dendritic cell,CL:0000782,skos:exactMatch
Adipose_L2,UBERON:0001347,hMes1,AZ:0000525,mesothelial cell:1,CL:0000077,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMes2,AZ:0000526,mesothelial cell:2,CL:0000077,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMes3,AZ:0000527,mesothelial cell:3,CL:0000077,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMono1,AZ:0000528,monocyte:1,CL:0000576,skos:narrowMatch
Adipose_L2,UBERON:0001347,hMono2,AZ:0000529,monocyte:2,CL:0000576,skos:narrowMatch
Adipose_L2,UBERON:0001347,hNeu,AZ:0000530,neutrophil,CL:0000775,skos:exactMatch
Adipose_L2,UBERON:0001347,hNK,AZ:0000531,natural killer cell,CL:0000623,skos:exactMatch
Adipose_L2,UBERON:0001347,hpDC,AZ:0000532,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Adipose_L2,UBERON:0001347,hPeri,AZ:0000533,pericyte,CL:0000669,skos:exactMatch
Adipose_L2,UBERON:0001347,hPlasmablast,AZ:0000534,plasmablast,CL:0000980,skos:exactMatch
Adipose_L2,UBERON:0001347,hSMC1,AZ:0000535,smooth muscle cell:1,CL:0000192,skos:narrowMatch
Adipose_L2,UBERON:0001347,hSMC2,AZ:0000536,smooth muscle cell:2,CL:0000192,skos:narrowMatch
Adipose_L2,UBERON:0001347,hTcell1,AZ:0000537,CD4-positive helper T cell:1,CL:0000492,skos:narrowMatch
Adipose_L2,UBERON:0001347,hTcell2,AZ:0000538,CD4-positive helper T cell:2,CL:0000492,skos:narrowMatch
Adipose_L2,UBERON:0001347,hTreg,AZ:0000539,regulatory T cell,CL:0000815,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,aDC1,AZ:0000540,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,aDC2,AZ:0000541,CD1c-positive myeloid dendritic cell:2,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,aDC3,AZ:0000542,CD1c-positive myeloid dendritic cell:3,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Basal cells,AZ:0000543,basal cell,CL:0000646,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,C1Q Slan-like,AZ:0000544,non-classical monocyte:tonsil C1Q slan-like,CL:0000875,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CD14+CD55+ FDC,AZ:0000545,follicular dendritic cell:CD14+CD55+,CL:0000442,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CD16-CD56+ NK,AZ:0000546,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,CD16-CD56dim NK,AZ:0000547,"natural killer cell:CD16-negative, CD56-dim",CL:0000623,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CD16+CD56- NK,AZ:0000548,"natural killer cell:CD16-positive, CD56-negative",CL:0000623,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CD8 Tf,AZ:0000549,"effector memory CD8-positive, alpha-beta T cell:follicular",CL:0000913,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CM CD8 T,AZ:0000550,"central memory CD8-positive, alpha-beta T cell",CL:0000907,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,CM Pre-non-Tfh,AZ:0000551,"central memory CD8-positive, alpha-beta T cell:non-T follicular helper",CL:0000907,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,CM PreTfh,AZ:0000552,"central memory CD4-positive, alpha-beta T cell:preT follicular helper",CL:0000904,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,COL27A1+ FDC,AZ:0000553,follicular dendritic cell:COL27A1+,CL:0000442,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Crypt,AZ:0000554,tonsil squamous cell,CL:1001577,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,csMBC,AZ:0000555,class switched memory B cell,CL:0000972,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,csMBC FCRL4/5+,AZ:0000556,class switched memory B cell:FCRL4/5+,CL:0000972,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Cycling,AZ:0000557,Cycling,AZ:0000557,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,cycling FDC,AZ:0000558,follicular dendritic cell:cycling,CL:0000442,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,cycling T,AZ:0000559,T cell:cycling,CL:0000084,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DC recruiters CD8 T,AZ:0000560,DC recruiters CD8 T,AZ:0000560,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DC1 mature,AZ:0000561,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DC1 precursor,AZ:0000562,common myeloid progenitor:dendritic cell precursor,CL:0000049,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DC2,AZ:0000563,CD1c-positive myeloid dendritic cell:2,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DC3,AZ:0000564,CD1c-positive myeloid dendritic cell:3,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DC4,AZ:0000565,CD1c-positive myeloid dendritic cell:4,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DC5,AZ:0000566,CD1c-positive myeloid dendritic cell:5,CL:0002399,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,DN,AZ:0000567,double negative thymocyte,CL:0002489,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ cell cycle exit,AZ:0000568,DZ cell cycle exit,AZ:0000568,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ early G2Mphase,AZ:0000569,DZ early G2Mphase,AZ:0000569,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ early Sphase,AZ:0000570,DZ early Sphase,AZ:0000570,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ late G2Mphase,AZ:0000571,DZ late G2Mphase,AZ:0000571,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ late Sphase,AZ:0000572,DZ late Sphase,AZ:0000572,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ migratory PC precursor,AZ:0000573,DZ migratory PC precursor,AZ:0000573,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ non proliferative,AZ:0000574,DZ non proliferative,AZ:0000574,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,DZ_LZ transition,AZ:0000575,DZ_LZ transition,AZ:0000575,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Early GC-commited NBC,AZ:0000576,germinal center B cell:early commited naive B cell,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Early MBC,AZ:0000577,memory B cell:early,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Early PC precursor,AZ:0000578,plasma cell: early precursor,CL:0000786,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Eff-Tregs,AZ:0000579,effector T cell,CL:0000911,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Eff-Tregs-IL32,AZ:0000580,effector T cell:IL32,CL:0000911,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,EM CD8 T,AZ:0000581,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,FDC,AZ:0000582,follicular dendritic cell,CL:0000442,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,FDCSP epithelium,AZ:0000583,follicular dendritic cell:secreted protein epithelial cell,CL:0000442,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,FRC,AZ:0000584,fibroblastic reticular cell,CL:0009101,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,GC DZ Noproli,AZ:0000585,GC DZ Noproli,AZ:0000585,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,GC-commited NBC,AZ:0000586,germinal center B cell:early commited naive B cell,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,GC-Tfh-OX40,AZ:0000587,germinal center T cell: OX40,CL:0009062,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,GC-Tfh-SAP,AZ:0000588,germinal center T cell: SAP,CL:0009062,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IFN+ CD8 T,AZ:0000589,"effector memory CD8-positive, alpha-beta T cell:Interferon positive",CL:0000913,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IFN1+ PDC,AZ:0000590,"plasmacytoid dendritic cell, human:Interferon 1 positive",CL:0001058,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IgD PC precursor,AZ:0000591,antibody secreting cell:IgD positive plasma precursor,CL:0000946,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IgG+ PC precursor,AZ:0000592,antibody secreting cell:IgG positive plasma precursor,CL:0000946,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IgM+ early PC precursor,AZ:0000593,antibody secreting cell:early IgM positive plasma precursor,CL:0000946,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IgM+ PC precursor,AZ:0000594,antibody secreting cell:IgM positive plasma precursor,CL:0000946,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,IL7R DC,AZ:0000595,"dendritic cell, human:IL7R",CL:0001056,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,ILC1,AZ:0000596,innate lymphoid cell:1,CL:0001065,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,ITGAX Slan-like,AZ:0000597,ITGAX Slan-like,AZ:0000597,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,LZ,AZ:0000598,germinal center B cell:light zone,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,LZ proliferative,AZ:0000599,germinal center B cell:proliferative,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,LZ_DZ reentry commitment,AZ:0000600,germinal center B cell:light zone to dark zone reentry commitment,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,LZ_DZ transition,AZ:0000601,germinal center B cell:light zone to dark zone transition,CL:0000844,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,M1 Macrophages,AZ:0000602,inflammatory macrophage,CL:0000863,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,MAIT/CD161+TRDV2+ gd T-cells,AZ:0000603,gamma-delta T cell:MAIT/CD161+TRDV2+,CL:0000798,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Mast,AZ:0000604,mast cell,CL:0000097,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Mature IgA+ PC,AZ:0000605,IgA plasma cell,CL:0000987,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Mature IgG+ PC,AZ:0000606,IgG plasma cell,CL:0000985,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Mature IgM+ PC,AZ:0000607,IgM plasma cell,CL:0000986,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,MBC derived early PC precursor,AZ:0000608,memory B cell:early plasma cell precursor,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,MBC derived IgA+ PC,AZ:0000609,memory B cell:IgA positive plasma cell,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,MBC derived IgG+ PC,AZ:0000610,memory B cell:IgG positive plasma cell,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,MBC derived PC precursor,AZ:0000611,memory B cell:plasma cell precursor,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,MBC FCRL5+,AZ:0000612,memory B cell:FCRL5+,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,MMP Slan-like,AZ:0000613,MMP Slan-like,AZ:0000613,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Monocytes,AZ:0000614,monocyte,CL:0000576,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,MRC,AZ:0000615,fibroblastic reticular cell,CL:0009101,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Naive,AZ:0000616,Naive,AZ:0000616,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Naive CD8 T,AZ:0000617,"CD8-positive, alpha-beta thymocyte",CL:0000811,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,NBC,AZ:0000618,naive B cell,CL:0000788,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,NBC CD229+,AZ:0000619,naive B cell:CD229+,CL:0000788,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,NBC early activation,AZ:0000620,naive B cell:early activation,CL:0000788,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,NBC IFN-activated,AZ:0000621,naive B cell:Interferon activated,CL:0000788,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,ncsMBC,AZ:0000622,unswitched memory B cell,CL:0000970,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,ncsMBC FCRL4/5+,AZ:0000623,unswitched memory B cell:Fc receptor-like (FCRL) 4/5+,CL:0000970,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Neutrophils,AZ:0000624,neutrophil,CL:0000775,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,NKp44- ILC3,AZ:0000625,innate lymphoid cell:NKp44-negative,CL:0001065,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,NKp44+ ILC3,AZ:0000626,innate lymphoid cell:NKp44-positive,CL:0001065,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Outer surface,AZ:0000627,Outer surface,AZ:0000627,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,PB,AZ:0000628,plasmablast,CL:0000980,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,PB committed early PC precursor,AZ:0000629,plasmablast:committed early plasma cell precursor,CL:0000980,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,PC committed Light Zone GCBC,AZ:0000630,plasma cell:committed light zone germinal center B cell,CL:0000786,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,PDC,AZ:0000631,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,preB,AZ:0000632,precursor B cell,CL:0000817,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Precursor MBCs,AZ:0000633,precursor B cell:memory,CL:0000817,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,preGC,AZ:0000634,preGC,AZ:0000634,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,preMature IgG+ PC,AZ:0000635,IgG plasma cell:premature,CL:0000985,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,preMature IgM+ PC,AZ:0000636,IgM plasma cell:premature,CL:0000986,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,preT,AZ:0000637,early T lineage precursor,CL:0002425,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Proliferative NBC,AZ:0000638,naive B cell:proliferative,CL:0000788,skos:narrowMatch
