"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping",,,,,,,
,,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,,
Reviewer(s):,,,,,,,
Reviewer ORCID(s):,,,,,,,
General Publication(s):,"Borner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. ""Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas."" Nature Cell Biology 23 (11): 1117-28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,,
Data DOI:,https://doi.org/10.48539/HBM224.QJKZ.987,,,,,,
Date:,6/15/24,,,,,,
Version Number:,v1.6,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,node_type,glb file of single organs
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_g,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,surface,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_h,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,surface,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_i,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,surface,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_j,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,surface,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,organizational,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_a,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_b,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_c,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_d,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_e,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_f,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_g,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_h,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_i,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_j,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,mesh,3d-vh-f-kidney-r
-,#VHFemaleOrgans,VH_F_renal_pelvis_ureter,-,-,-,organizational,-
-,#VHFemaleOrgans,VH_F_renal_pelvis_ureter_R,-,-,-,organizational,-
-,#VHFemaleOrgans,VH_F_renal_calyx_R,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,organizational,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,organizational,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_minor_calyx_R_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_major_calyx_R,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,organizational,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_major_calyx_R_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_major_calyx_R_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_major_calyx_R_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-r
-,#VHFemaleOrgans,VH_F_renal_pelvis_R,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,mesh,3d-vh-f-ureter-r
#VHFRightUreter,#VHFemaleOrgans,VH_F_right_ureter,right ureter,UBERON:0001222,http://purl.obolibrary.org/obo/UBERON_0001222,mesh,3d-vh-f-ureter-r
-,-,VH_F_renal_pelvis_ureter_L,-,-,-,organizational,-
-,#VHFemaleOrgans,VH_F_kidney_calyx_L,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,organizational,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,organizational,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_minor_calyx_L_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_major_calyx_L,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,organizational,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_major_calyx_L_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_major_calyx_L_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_major_calyx_L_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_major_calyx_L_d,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,mesh,3d-vh-f-ureter-l
-,#VHFemaleOrgans,VH_F_renal_pelvis_L,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,mesh,3d-vh-f-ureter-l
#VHFLeftUreter,#VHFemaleOrgans,VH_F_left_ureter,left ureter,UBERON:0001223,http://purl.obolibrary.org/obo/UBERON_0001223,mesh,3d-vh-f-ureter-l
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_urinary_bladder,urinary bladder,UBERON:0001255,http://purl.obolibrary.org/obo/UBERON_0001255,organizational,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_fundus_of_urinary_bladder_dome,fundus of urinary bladder,UBERON:0006082,http://purl.obolibrary.org/obo/UBERON_0006082,surface,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_urinary_bladder_neck_smooth_muscle,urinary bladder neck smooth muscle,UBERON:0004230,http://purl.obolibrary.org/obo/UBERON_0004230,surface,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_fundus_of_urinary_bladder_base,fundus of urinary bladder,UBERON:0006082,http://purl.obolibrary.org/obo/UBERON_0006082,surface,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_trigone_of_urinary_bladder,trigone of urinary bladder,UBERON:0001257,http://purl.obolibrary.org/obo/UBERON_0001257,surface,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice,-,-,-,organizational,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice_R,Right ureteral orifice,FMA:15939,http://purl.org/sig/ont/fma/fma15939,surface,3d-vh-f-urinary-bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice_L,Left ureteral orifice,FMA:15940,http://purl.org/sig/ont/fma/fma15940,surface,3d-vh-f-urinary-bladder
-,#VHFemaleOrgans,VH_F_circulatory_system,circulatory system,UBERON:0001009,http://purl.obolibrary.org/obo/UBERON_0001009,organizational,VH_F_United
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_heart,heart,UBERON:0000948,http://purl.obolibrary.org/obo/UBERON_0000948,organizational,3d-vh-f-heart
-,#VHFemaleOrgans,VH_F_cardiac_chamber,-,-,-,organizational,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_interventricular_septum,interventricular septum,UBERON:0002094,http://purl.obolibrary.org/obo/UBERON_0002094,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_left_cardiac_atrium,left cardiac atrium,UBERON:0002079,http://purl.obolibrary.org/obo/UBERON_0002079,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_left_ventricle,heart left ventricle,UBERON:0002084,http://purl.obolibrary.org/obo/UBERON_0002084,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_right_cardiac_atrium,right cardiac atrium,UBERON:0002078,http://purl.obolibrary.org/obo/UBERON_0002078,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_right_ventricle,heart right ventricle,UBERON:0002080,http://purl.obolibrary.org/obo/UBERON_0002080,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart,papillary muscle of heart,UBERON:0002494,http://purl.obolibrary.org/obo/UBERON_0002494,organizational,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_ant,Anterior papillary muscle of left ventricle,FMA:7264,http://purl.org/sig/ont/fma/fma7264,surface,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_antlat,Anterolateral head of lateral papillary muscle of left ventricle,FMA:7265,http://purl.org/sig/ont/fma/fma7265,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_med,Septal papillary muscle of right ventricle,FMA:7262,http://purl.org/sig/ont/fma/fma7262,surface,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_pos,Posterior papillary muscle of right ventricle,FMA:7261,http://purl.org/sig/ont/fma/fma7261,surface,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_posmed,Posteromedial head of posterior papillary muscle of left ventricle,FMA:7267,http://purl.org/sig/ont/fma/fma7267,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_valve,valve,UBERON:0003978,http://purl.obolibrary.org/obo/UBERON_0003978,organizational,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_aortic_valve,aortic valve,UBERON:0002137,http://purl.obolibrary.org/obo/UBERON_0002137,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_pulmonary_valve,pulmonary valve,UBERON:0002146,http://purl.obolibrary.org/obo/UBERON_0002146,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_mitral_valve,mitral valve,UBERON:0002135,http://purl.obolibrary.org/obo/UBERON_0002135,mesh,3d-vh-f-heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_tricuspid_valve,tricuspid valve,UBERON:0002134,http://purl.obolibrary.org/obo/UBERON_0002134,mesh,3d-vh-f-heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature,blood vasculature,UBERON:0004537,http://purl.obolibrary.org/obo/UBERON_0004537,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_uterus,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_uterine_artery,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_uterine_artery,Left uterine artery,FMA:18831,http://purl.org/sig/ont/fma/fma18831,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_uterine_artery,Right uterine artery,FMA:18830,http://purl.org/sig/ont/fma/fma18830,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_uterine_vein,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_uterine_vein,Left uterine vein,FMA:18898,http://purl.org/sig/ont/fma/fma18898,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_uterine_vein,Right uterine vein,FMA:18897,http://purl.org/sig/ont/fma/fma18897,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_eye,Blood vasculature of eye,UBERON:0002203,http://purl.obolibrary.org/obo/UBERON_0002203,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins_L,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ophthalmic_vein_L,ophthalmic vein,UBERON:0011191,http://purl.obolibrary.org/obo/UBERON_0011191,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_ophthalmic_vein_L,Left superior ophthalmic vein,FMA:51249,http://purl.org/sig/ont/fma/fma51249,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_ophthalmic_vein_L,Left inferior ophthalmic vein,FMA:51251,http://purl.org/sig/ont/fma/fma51251,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_vein_L,Left central retinal vein,FMA:51885,http://purl.org/sig/ont/fma/fma51885,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins_R,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ophthalmic_vein_R,ophthalmic vein,UBERON:0011191,http://purl.obolibrary.org/obo/UBERON_0011191,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_ophthalmic_vein_R,Right superior ophthalmic vein,FMA:51248,http://purl.org/sig/ont/fma/fma51248,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_ophthalmic_vein_R,Right inferior ophthalmic vein,FMA:51250,http://purl.org/sig/ont/fma/fma51250,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_vein_R,Right central retinal vein,FMA:51884,http://purl.org/sig/ont/fma/fma51884,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries_L,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_long_posterior_ciliary_artery_L,Left long posterior ciliary artery,FMA:49958,http://purl.org/sig/ont/fma/fma49958,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_opthalmic_artery_L,ophthalmic artery,UBERON:0001619,http://purl.obolibrary.org/obo/UBERON_0001619,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_artery_L,Left central retinal artery,FMA:49881,http://purl.org/sig/ont/fma/fma49881,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries_R,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_long_posterior_ciliary_artery_R,Right long posterior ciliary artery,FMA:49957,http://purl.org/sig/ont/fma/fma49957,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_opthalmic_artery_R,ophthalmic artery,UBERON:0001619,http://purl.obolibrary.org/obo/UBERON_0001619,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_artery_R,Right central retinal artery,FMA:49880,http://purl.org/sig/ont/fma/fma49880,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_kidney,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_arteries_of_kidney,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_renal_artery,renal artery,UBERON:0001184,http://purl.obolibrary.org/obo/UBERON_0001184,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_renal_artery,right renal artery,UBERON:0001185,http://purl.obolibrary.org/obo/UBERON_0001185,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_renal_artery,left renal artery,UBERON:0001186,http://purl.obolibrary.org/obo/UBERON_0001186,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_kidney,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_renal_vein,renal vein,UBERON:0001140,http://purl.obolibrary.org/obo/UBERON_0001140,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_renal_vein,left renal vein,UBERON:0001142,http://purl.obolibrary.org/obo/UBERON_0001142,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_renal_vein,right renal vein,UBERON:0001141,http://purl.obolibrary.org/obo/UBERON_0001141,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_large_intestine,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_large_intestine,-,-,-,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_mesenteric_vein,superior mesenteric vein,UBERON:0001138,http://purl.org/sig/ont/fma/fma14332,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_rectal_vein,superior rectal artery,UBERON:0035040,http://purl.obolibrary.org/obo/UBERON_0035040,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_common_iliac_vein,common iliac vein,UBERON:0001139,http://purl.obolibrary.org/obo/UBERON_0001139,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_common_iliac_vein,Left common iliac vein,FMA:21388,http://purl.org/sig/ont/fma/fma21388,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_common_iliac_vein,Right common iliac vein,FMA:21387,http://purl.org/sig/ont/fma/fma21387,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_colic_vein,Left colic vein,FMA:15394,http://purl.org/sig/ont/fma/fma15394,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_colic_vein,Right colic vein,FMA:15407,http://purl.org/sig/ont/fma/fma15407,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ileocolic_vein,ileocolic vein,UBERON:0001219,http://purl.obolibrary.org/obo/UBERON_0001219,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_colic_vein,middle colic vein,UBERON:0001218,http://purl.obolibrary.org/obo/UBERON_0001218,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein_L,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein_R,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein_L,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein_R,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein_L,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein_R,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein,Middle rectal vein,FMA:18893,http://purl.org/sig/ont/fma/fma18893,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein_L,Left middle rectal vein,FMA:18895,http://purl.org/sig/ont/fma/fma18895,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein_R,Right middle rectal vein,FMA:18894,http://purl.org/sig/ont/fma/fma18894,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,organizational,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein_a,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein_c,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,mesh,3d-vh-f-blood-vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_median_sacral_vein,median sacral vein,UBERON:0006687,http://purl.obolibrary.org/obo/UBERON_0006687,mesh,3d-vh-f-blood-vasculature
